Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
11:30:00,6.380776E-02,3.710332E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,5.614592E+02,3.141002E-01,3.970426E+03,3.973223E+03,1.627983E-01,4.984747E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.256224E+02,2.605332E-01,3.259715E+03,3.254281E+03,9.873543E-02,2.998045E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.524847E+02,2.176098E-01,2.636384E+03,2.657836E+03,1.593133E-01,4.918595E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.256224E+02,2.421467E-01,3.054859E+03,3.040325E+03,9.873543E-02,2.998045E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.524847E+02,1.529246E-01,1.915592E+03,1.909729E+03
11:45:00,6.381036E-02,3.710381E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,5.377554E+02,3.161803E-01,4.017307E+03,4.021596E+03,1.627986E-01,4.984753E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.076534E+02,2.676184E-01,3.356631E+03,3.354353E+03,9.873550E-02,2.998046E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.418253E+02,2.130002E-01,2.595680E+03,2.615257E+03,1.593136E-01,4.918601E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.076534E+02,2.457837E-01,3.113354E+03,3.100849E+03,9.873550E-02,2.998046E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.418253E+02,1.553241E-01,1.952988E+03,1.948371E+03
12:00:00,6.381295E-02,3.710430E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,5.140517E+02,3.182064E-01,4.063586E+03,4.069325E+03,1.627990E-01,4.984761E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.896844E+02,2.743727E-01,3.449859E+03,3.450534E+03,9.873562E-02,2.998049E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.311658E+02,2.093611E-01,2.565789E+03,2.583225E+03,1.593141E-01,4.918609E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.896844E+02,2.493034E-01,3.170541E+03,3.160010E+03,9.873562E-02,2.998049E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.311658E+02,1.576308E-01,1.989351E+03,1.985925E+03
12:15:00,6.381553E-02,3.710479E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.950886E+02,3.201720E-01,4.104451E+03,4.111498E+03,1.627995E-01,4.984770E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.753092E+02,2.806867E-01,3.534590E+03,3.537889E+03,9.873580E-02,2.998052E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.226383E+02,2.068518E-01,2.546354E+03,2.562158E+03,1.593145E-01,4.918618E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.753092E+02,2.526782E-01,3.222521E+03,3.213763E+03,9.873580E-02,2.998052E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.226383E+02,1.598309E-01,2.022393E+03,2.020052E+03
12:30:00,6.381809E-02,3.710528E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.761256E+02,3.220705E-01,4.144568E+03,4.152882E+03,1.628001E-01,4.984781E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.609341E+02,2.864666E-01,3.613370E+03,3.619026E+03,9.873602E-02,2.998056E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.141107E+02,2.055777E-01,2.540683E+03,2.556000E+03,1.593151E-01,4.918628E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.609341E+02,2.559017E-01,3.272815E+03,3.265715E+03,9.873602E-02,2.998056E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.141107E+02,1.619178E-01,2.054175E+03,2.052855E+03
12:45:00,6.382065E-02,3.710576E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.571626E+02,3.238927E-01,4.183835E+03,4.193369E+03,1.628007E-01,4.984792E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.465589E+02,2.916845E-01,3.685889E+03,3.693706E+03,9.873626E-02,2.998061E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.055832E+02,2.047481E-01,2.539963E+03,2.555104E+03,1.593157E-01,4.918640E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.465589E+02,2.590175E-01,3.321909E+03,3.316432E+03,9.873626E-02,2.998061E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.055832E+02,1.639144E-01,2.084951E+03,2.084615E+03
13:00:00,6.382318E-02,3.710625E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.381996E+02,3.256260E-01,4.222112E+03,4.232819E+03,1.628013E-01,4.984803E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.321837E+02,2.962722E-01,3.751385E+03,3.761154E+03,9.873653E-02,2.998066E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.970556E+02,2.041542E-01,2.541870E+03,2.556946E+03,1.593163E-01,4.918651E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.321837E+02,2.620169E-01,3.369705E+03,3.365802E+03,9.873653E-02,2.998066E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.970556E+02,1.658159E-01,2.114666E+03,2.115269E+03
13:15:00,6.382570E-02,3.710672E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.263477E+02,3.272590E-01,4.252159E+03,4.263849E+03,1.628020E-01,4.984816E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.231992E+02,3.001362E-01,3.803428E+03,3.814759E+03,9.873682E-02,2.998071E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.917259E+02,2.037213E-01,2.542375E+03,2.557369E+03,1.593170E-01,4.918664E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.231992E+02,2.648603E-01,3.410374E+03,3.407823E+03,9.873682E-02,2.998071E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.917259E+02,1.680156E-01,2.144506E+03,2.146540E+03
13:30:00,6.382821E-02,3.710720E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.144958E+02,3.287857E-01,4.281023E+03,4.293646E+03,1.628026E-01,4.984828E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.142147E+02,3.032349E-01,3.846942E+03,3.859598E+03,9.873713E-02,2.998077E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.863962E+02,2.034068E-01,2.544200E+03,2.559160E+03,1.593176E-01,4.918676E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.142147E+02,2.675329E-01,3.449138E+03,3.447857E+03,9.873713E-02,2.998077E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.863962E+02,1.711957E-01,2.185270E+03,2.189617E+03
13:45:00,6.383069E-02,3.710767E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.026439E+02,3.302054E-01,4.308695E+03,4.322202E+03,1.628033E-01,4.984841E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.052302E+02,3.055568E-01,3.881802E+03,3.895560E+03,9.873744E-02,2.998083E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.810665E+02,2.031858E-01,2.547066E+03,2.562047E+03,1.593183E-01,4.918689E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.052302E+02,2.700451E-01,3.486116E+03,3.486064E+03,9.873744E-02,2.998083E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.810665E+02,1.756111E-01,2.239796E+03,2.246314E+03
14:00:00,6.383316E-02,3.710814E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,3.907920E+02,3.315197E-01,4.335191E+03,4.349530E+03,1.628040E-01,4.984854E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,3.070969E-01,3.907951E+03,3.922559E+03,9.873777E-02,2.998089E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,2.030117E-01,2.550455E+03,2.565480E+03,1.593190E-01,4.918702E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,2.723879E-01,3.521206E+03,3.522324E+03,9.873777E-02,2.998089E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,1.814182E-01,2.309829E+03,2.318060E+03
14:15:00,6.383560E-02,3.710860E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,3.907920E+02,3.327301E-01,4.348679E+03,4.363562E+03,1.628047E-01,4.984868E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,3.078140E-01,3.915945E+03,3.930876E+03,9.873810E-02,2.998096E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,2.029041E-01,2.549256E+03,2.564292E+03,1.593197E-01,4.918716E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,2.744940E-01,3.544675E+03,3.546610E+03,9.873810E-02,2.998096E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,1.886810E-01,2.390751E+03,2.400482E+03
14:30:00,6.383802E-02,3.710906E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,3.907920E+02,3.338387E-01,4.361032E+03,4.376403E+03,1.628054E-01,4.984881E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,3.079688E-01,3.917674E+03,3.932980E+03,9.873843E-02,2.998102E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,2.027888E-01,2.547970E+03,2.562928E+03,1.593204E-01,4.918729E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,2.763569E-01,3.565432E+03,3.568089E+03,9.873843E-02,2.998102E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,1.974963E-01,2.488969E+03,2.500837E+03
14:45:00,6.384042E-02,3.710952E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,3.907920E+02,3.348468E-01,4.372265E+03,4.388074E+03,1.628061E-01,4.984894E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,3.077511E-01,3.915252E+03,3.930802E+03,9.873877E-02,2.998108E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,2.026439E-01,2.546356E+03,2.561205E+03,1.593211E-01,4.918743E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,2.779960E-01,3.583698E+03,3.587038E+03,9.873877E-02,2.998108E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,2.075405E-01,2.600882E+03,2.615529E+03
15:00:00,6.384280E-02,3.710997E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,3.907920E+02,3.357521E-01,4.382352E+03,4.398551E+03,1.628068E-01,4.984907E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,3.072477E-01,3.909644E+03,3.925064E+03,9.873911E-02,2.998115E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,2.024458E-01,2.544149E+03,2.558911E+03,1.593218E-01,4.918756E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,2.962457E+02,2.794071E-01,3.599422E+03,3.603372E+03,9.873911E-02,2.998115E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.757367E+02,2.181892E-01,2.719531E+03,2.737062E+03
15:15:00,6.384516E-02,3.711042E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.050143E+02,3.365460E-01,4.376977E+03,4.393232E+03,1.628075E-01,4.984921E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.070271E+02,3.063792E-01,3.889187E+03,3.903726E+03,9.873946E-02,2.998121E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.821324E+02,2.020509E-01,2.533353E+03,2.547768E+03,1.593225E-01,4.918769E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.070271E+02,2.804108E-01,3.599825E+03,3.603794E+03,9.873946E-02,2.998121E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.821324E+02,2.292377E-01,2.836240E+03,2.856557E+03
15:30:00,6.384750E-02,3.711086E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.192366E+02,3.372160E-01,4.370221E+03,4.386470E+03,1.628082E-01,4.984934E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.178085E+02,3.053445E-01,3.866879E+03,3.880669E+03,9.873980E-02,2.998128E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.885281E+02,2.014837E-01,2.520637E+03,2.534806E+03,1.593232E-01,4.918783E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.178085E+02,2.810526E-01,3.596197E+03,3.600159E+03,9.873980E-02,2.998128E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.885281E+02,2.401546E-01,2.951485E+03,2.974116E+03
15:45:00,6.384981E-02,3.711130E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.334588E+02,3.377499E-01,4.361948E+03,4.378121E+03,1.628089E-01,4.984947E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.285899E+02,3.042908E-01,3.844358E+03,3.857675E+03,9.874014E-02,2.998134E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.949237E+02,2.006958E-01,2.505463E+03,2.519374E+03,1.593239E-01,4.918796E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.285899E+02,2.813954E-01,3.589236E+03,3.593224E+03,9.874014E-02,2.998134E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,1.949237E+02,2.507455E-01,3.063100E+03,3.088139E+03
16:00:00,6.385210E-02,3.711174E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.476811E+02,3.381362E-01,4.352030E+03,4.368064E+03,1.628096E-01,4.984961E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.393713E+02,3.030486E-01,3.819736E+03,3.832479E+03,9.874049E-02,2.998141E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.013194E+02,1.997108E-01,2.488093E+03,2.501646E+03,1.593246E-01,4.918809E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.393713E+02,2.814131E-01,3.578654E+03,3.582518E+03,9.874049E-02,2.998141E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.013194E+02,2.608050E-01,3.168795E+03,3.196534E+03
16:15:00,6.385437E-02,3.711217E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.666441E+02,3.383637E-01,4.335603E+03,4.351330E+03,1.628103E-01,4.984974E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.537465E+02,3.015472E-01,3.788632E+03,3.800475E+03,9.874083E-02,2.998147E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.098469E+02,1.985174E-01,2.466268E+03,2.479262E+03,1.593253E-01,4.918823E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.537465E+02,2.810633E-01,3.560382E+03,3.563775E+03,9.874083E-02,2.998147E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.098469E+02,2.701168E-01,3.264029E+03,3.294475E+03
16:30:00,6.385662E-02,3.711259E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,4.856071E+02,3.384217E-01,4.317287E+03,4.332631E+03,1.628110E-01,4.984987E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.681216E+02,2.998089E-01,3.754888E+03,3.765653E+03,9.874117E-02,2.998154E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.183745E+02,1.971029E-01,2.441979E+03,2.454256E+03,1.593260E-01,4.918836E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.681216E+02,2.803288E-01,3.537825E+03,3.540487E+03,9.874117E-02,2.998154E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.183745E+02,2.784433E-01,3.348285E+03,3.381152E+03
16:45:00,6.385885E-02,3.711301E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,5.045702E+02,3.383027E-01,4.296999E+03,4.311873E+03,1.628116E-01,4.985000E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.824968E+02,2.979847E-01,3.720188E+03,3.729923E+03,9.874151E-02,2.998160E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.269021E+02,1.955807E-01,2.416492E+03,2.428064E+03,1.593267E-01,4.918849E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.824968E+02,2.793725E-01,3.512796E+03,3.514744E+03,9.874151E-02,2.998160E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.269021E+02,2.855032E-01,3.418428E+03,3.453196E+03
17:00:00,6.386105E-02,3.711343E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,5.235332E+02,3.380082E-01,4.274755E+03,4.289078E+03,1.628123E-01,4.985013E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.968720E+02,2.959377E-01,3.683006E+03,3.691599E+03,9.874184E-02,2.998167E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.354296E+02,1.939013E-01,2.389252E+03,2.400075E+03,1.593274E-01,4.918862E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,3.968720E+02,2.781847E-01,3.485187E+03,3.486406E+03,9.874184E-02,2.998167E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.354296E+02,2.914230E-01,3.475869E+03,3.512307E+03
17:15:00,6.386323E-02,3.711385E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,5.472370E+02,3.375690E-01,4.246159E+03,4.259809E+03,1.628130E-01,4.985025E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.148410E+02,2.935961E-01,3.638946E+03,3.646162E+03,9.874218E-02,2.998173E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.460890E+02,1.920306E-01,2.357749E+03,2.367684E+03,1.593281E-01,4.918875E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.148410E+02,2.771315E-01,3.455484E+03,3.456342E+03,9.874218E-02,2.998173E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.460890E+02,2.961531E-01,3.517921E+03,3.555864E+03
17:30:00,6.386539E-02,3.711426E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,5.709407E+02,3.370450E-01,4.216617E+03,4.229607E+03,1.628137E-01,4.985038E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.328100E+02,2.910573E-01,3.592689E+03,3.598595E+03,9.874251E-02,2.998179E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.567485E+02,1.899755E-01,2.324191E+03,2.333164E+03,1.593288E-01,4.918887E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.328100E+02,2.765098E-01,3.430588E+03,3.431274E+03,9.874251E-02,2.998179E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.567485E+02,2.995533E-01,3.545154E+03,3.584317E+03
17:45:00,6.386753E-02,3.711466E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,5.946445E+02,3.364783E-01,4.186599E+03,4.198890E+03,1.628143E-01,4.985051E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.507790E+02,2.881899E-01,3.542771E+03,3.547054E+03,9.874284E-02,2.998186E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.674079E+02,1.877087E-01,2.288274E+03,2.296165E+03,1.593294E-01,4.918900E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.507790E+02,2.762971E-01,3.410249E+03,3.410289E+03,9.874284E-02,2.998186E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.674079E+02,3.011752E-01,3.552571E+03,3.592277E+03
18:00:00,6.386964E-02,3.711506E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,6.183483E+02,3.358738E-01,4.156161E+03,4.167640E+03,1.628150E-01,4.985063E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.687480E+02,2.849916E-01,3.489166E+03,3.491669E+03,9.874317E-02,2.998192E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.780674E+02,1.852766E-01,2.250515E+03,2.257313E+03,1.593301E-01,4.918913E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.687480E+02,2.764332E-01,3.393794E+03,3.392884E+03,9.874317E-02,2.998192E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.780674E+02,3.009651E-01,3.539577E+03,3.579692E+03
18:15:00,6.387173E-02,3.711546E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,6.539040E+02,3.352071E-01,4.113176E+03,4.123489E+03,1.650391E-01,5.027281E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.957015E+02,2.814168E-01,3.422381E+03,3.422727E+03,1.002258E-01,3.026335E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.940565E+02,1.826711E-01,2.205494E+03,2.210994E+03,1.615542E-01,4.961130E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,4.957015E+02,2.765039E-01,3.367628E+03,3.365256E+03,1.002258E-01,3.026335E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,2.940565E+02,2.986737E-01,3.498061E+03,3.538133E+03
18:30:00,6.387381E-02,3.711585E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,6.894596E+02,3.344247E-01,4.068904E+03,4.077968E+03,1.672634E-01,5.069503E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,5.226550E+02,2.774678E-01,3.351428E+03,3.349464E+03,1.017085E-01,3.054481E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,3.100457E+02,1.799084E-01,2.158722E+03,2.162815E+03,1.637785E-01,5.003352E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,5.226550E+02,2.762231E-01,3.337545E+03,3.334042E+03,1.017085E-01,3.054481E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,3.100457E+02,2.939848E-01,3.429831E+03,3.469308E+03
18:45:00,6.387586E-02,3.711624E+03,6.375451E-02,0.000000E+00,0.000000E+00,6.375451E-02,7.250153E+02,3.334326E-01,4.022294E+03,4.030037E+03,1.694886E-01,5.111746E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,5.496085E+02,2.731541E-01,3.276410E+03,3.271979E+03,1.031919E-01,3.082641E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,3.260349E+02,1.770041E-01,2.110372E+03,2.112945E+03,1.660037E-01,5.045595E+03,4.833005E-02,0.000000E+00,0.000000E+00,4.833005E-02,5.496085E+02,2.748910E-01,3.295749E+03,3.291047E+03,1.031919E-01,3.082641E+03,2.867001E-02,0.000000E+00,0.000000E+00,2.867001E-02,3.260349E+02,2.862436E-01,3.327590E+03,3.365551E+03
